,Name,Position,Appearances,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
379,Alexandre Jankewitz ,Midfielder,2,,,2,50%,,0,0,0,0,,0,3,1,0,0,0,,0,0,3,1.50,0,0,0%,0,0,0,1,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
380,Vitezslav Jaros ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
381,Sylvester Jasper ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
382,Taylor Jay-Hart ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
383,Daniel Jebbison ,Forward,4,,,6,,,1,1,0,0,,,,,,,,,,0,35,8.75,0,1,,,,0,0,6,1,1,0,1,0,0,0.25,0,0,4,2,50%,2,,,,,,,,
384,Jack Jenkins ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
385,Teddy Jenks ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
386,Lukas Jensen ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
387,Roberto Jiménez ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
388,João Cancelo ,Defender,28,13,18,68,60%,0,10,41,28,15,0,162,163,158,47,30,30,0,0,3,"1,854",66.21,8,72,15%,6,66,5,1,36,2,2,0,1,1,2,,,,,,,,,,,,,,,
389,João Moutinho ,Midfielder,33,,,75,53%,,5,47,24,8,,182,129,134,13,18,20,,0,1,"1,721",52.15,0,116,24%,5,76,3,1,44,0,1,0,1,0,0,0.03,0,0,14,4,29%,0,,,,,,,,
390,João Virgínia ,Goalkeeper,1,0,0,,,,,,,,,,,,,,,0,0,0,12,12.00,,,,,2,0,0,0,,0,,,,,,,,,,,,3,0,0,1,0,0,3,3
391,Joelinton ,Forward,31,,,33,,,8,9,21,13,,,,,,,,,,2,582,18.77,4,12,,,,3,0,24,6,4,0,3,1,0,0.13,1,0,44,21,48%,4,,,,,,,,
392,Stefan Johansen ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
393,Kyle John ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
394,Tyreece John-Jules ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
395,Darnell Johnson ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
396,Sam Johnstone ,Goalkeeper,37,6,74,,,,,,,,,,,,,,,0,0,1,"1,108",29.95,,,,,311,1,0,1,,0,,,,,,,,,,,,166,1,23,19,13,14,182,296
397,Curtis Jones ,Midfielder,24,,,16,38%,,7,19,9,4,,80,65,93,22,14,18,,0,2,966,40.25,3,7,14%,1,22,2,0,18,1,1,0,1,0,0,0.04,0,0,19,9,47%,1,,,,,,,,
398,Jonny ,Defender,7,1,4,11,45%,0,0,9,7,4,0,25,30,28,3,5,2,0,0,0,182,26.00,0,9,0%,0,2,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,
399,Jorginho ,Midfielder,28,,,57,53%,,0,40,20,6,,168,120,111,17,17,13,,1,1,"1,783",63.68,3,3,100%,4,76,2,0,32,0,7,0,7,0,0,0.25,7,0,14,9,64%,2,,,,,,,,
400,Jota ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
401,James Justin ,Defender,23,9,25,61,61%,0,3,30,44,30,0,103,143,107,18,26,42,0,0,1,"1,054",45.83,4,59,12%,0,27,4,0,16,3,2,0,2,0,0,,,,,,,,,,,,,,,
402,Ozan Kabak ,Defender,9,2,9,19,53%,1,0,12,27,11,0,54,51,40,3,26,20,0,1,0,584,64.89,0,0,0%,0,15,3,0,12,0,0,0,0,0,0,,,,,,,,,,,,,,,
403,Lovre Kalinic ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
404,Aboubakar Kamara ,Forward,11,,,2,,,1,1,0,0,,,,,,,,,,0,112,10.18,0,13,,,,1,1,9,0,0,0,0,0,0,0.00,0,0,4,2,50%,1,,,,,,,,
405,Harry Kane ,Forward,35,,,22,,,28,11,39,35,,,,,,,,,,14,908,25.94,14,38,,,,1,0,26,13,23,4,16,3,9,0.66,4,0,137,53,39%,13,,,,,,,,
406,N'Golo Kanté ,Midfielder,30,,,79,53%,,3,59,26,13,,194,129,119,26,17,28,,0,2,"1,529",50.97,2,8,13%,0,69,7,0,36,0,0,0,0,0,0,0.00,0,0,10,3,30%,1,,,,,,,,
407,Michal Karbownik ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
408,Loris Karius ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
409,Beram Kayal ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
410,Moise Kean ,Forward,2,,,0,,,0,0,0,0,,,,,,,,,,0,6,3.00,0,2,,,,0,0,1,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
411,Michael Keane ,Defender,35,10,43,28,54%,1,1,51,156,93,0,125,149,87,4,111,48,0,0,1,"1,939",55.40,2,1,0%,0,130,4,0,15,0,3,2,0,1,0,,,,,,,,,,,,,,,
412,Neeskens Kebano ,Midfielder,5,,,0,0%,,3,0,0,0,,10,4,11,3,0,4,,0,0,36,7.20,0,7,0%,0,0,0,0,3,1,0,0,0,0,1,0.00,0,0,6,0,0%,0,,,,,,,,
413,Naby Keïta ,Midfielder,10,,,11,45%,,6,9,5,2,,35,25,42,8,4,9,,0,0,356,35.60,1,3,33%,1,7,1,0,13,0,0,0,0,0,0,0.00,0,0,9,2,22%,0,,,,,,,,
414,Caoimhin Kelleher ,Goalkeeper,2,1,1,,,,,,,,,,,,,,,0,0,0,52,26.00,,,,,4,0,0,0,,0,,,,,,,,,,,,6,0,0,1,1,1,12,14
415,Martin Kelly ,Defender,1,0,0,1,0%,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
416,Jonjoe Kenny ,Defender,4,0,1,2,50%,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,42,10.50,0,6,17%,0,2,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,
417,Reda Khadra ,Midfielder,1,,,0,0%,,0,0,0,0,,0,0,1,0,0,1,,0,0,1,1.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
418,Kiko Casilla ,Goalkeeper,3,1,2,,,,,,,,,,,,,,,0,0,0,78,26.00,,,,,11,0,0,0,,0,,,,,,,,,,,,8,0,4,4,0,0,20,31
419,Maximilian Kilman ,Defender,18,5,11,21,67%,0,2,19,40,21,0,64,52,53,7,20,26,0,0,1,745,41.39,1,0,0%,0,16,4,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,
420,Joshua King ,Forward,11,,,4,,,0,1,1,1,,,,,,,,,,0,49,4.45,0,1,,,,0,0,4,3,0,0,0,0,1,0.00,0,0,3,1,33%,1,,,,,,,,
421,Cédric Kipré ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
422,Nya Kirby ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
423,Mateusz Klich ,Midfielder,35,,,38,53%,,7,11,15,8,,163,84,147,13,15,18,,0,5,"1,467",41.91,3,63,19%,1,52,6,0,46,6,4,0,4,0,1,0.11,2,0,36,11,31%,0,,,,,,,,
424,Josh Knight ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
425,Anthony Knockaert ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
426,Robin Koch ,Defender,17,4,21,27,59%,1,5,27,31,12,0,76,76,56,4,38,29,0,1,0,769,45.24,0,1,0%,0,42,1,0,17,0,0,0,0,0,0,,,,,,,,,,,,,,,
427,Sead Kolasinac ,Defender,1,0,1,0,0%,0,0,1,0,0,0,2,2,2,0,2,1,0,0,0,62,62.00,0,1,0%,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
428,Terence Kongolo ,Defender,1,0,1,3,67%,0,0,2,2,1,0,3,7,3,0,3,2,0,0,0,44,44.00,0,1,100%,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
429,Ezri Konsa Ngoyo ,Defender,36,12,46,25,52%,0,4,29,158,81,0,156,178,83,6,96,56,0,1,0,"1,287",35.75,0,3,0%,0,76,3,0,19,1,2,1,1,0,1,,,,,,,,,,,,,,,
430,Billy Koumetio ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
431,Cheikhou Kouyaté ,Midfielder,36,,,58,64%,,2,32,123,57,,177,165,118,10,83,57,,0,0,"1,279",35.53,1,3,33%,0,89,4,0,36,0,1,1,0,0,1,0.03,0,0,7,2,29%,1,,,,,,,,
432,Mateo Kovacic ,Midfielder,27,,,46,61%,,9,15,9,3,,121,140,77,53,12,12,,0,1,"1,762",65.26,3,6,17%,7,94,4,0,16,0,0,0,0,0,0,0.00,0,0,23,4,17%,0,,,,,,,,
433,Matej Kovar ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
434,Emil Krafth ,Defender,16,2,27,19,42%,0,3,15,46,25,0,61,56,49,3,26,19,0,1,0,455,28.44,1,18,17%,0,19,4,0,12,1,1,1,0,0,0,,,,,,,,,,,,,,,
435,Filip Krovinovic ,Midfielder,11,,,13,77%,,3,4,2,0,,39,40,32,8,9,10,,0,0,360,32.73,0,11,45%,0,15,0,0,5,0,0,0,0,0,0,0.00,0,0,8,2,25%,0,,,,,,,,
436,Alexandre Lacazette ,Forward,31,,,18,,,5,12,13,11,,,,,,,,,,2,514,16.58,2,3,,,,3,0,37,8,13,2,8,3,1,0.42,3,0,45,29,64%,9,,,,,,,,
437,Ethan Laird ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
438,Adam Lallana ,Midfielder,30,,,28,46%,,8,15,12,6,,117,76,97,18,10,27,,0,1,923,30.77,4,12,17%,2,18,0,0,18,3,1,0,1,0,1,0.03,0,0,22,5,23%,0,,,,,,,,
439,Erik Lamela ,Midfielder,23,,,17,53%,,6,6,1,0,,40,58,77,25,6,12,,0,0,338,14.70,2,23,13%,1,8,4,1,24,0,1,0,0,1,3,0.04,0,0,21,9,43%,0,,,,,,,,
440,Tariq Lamptey ,Defender,11,1,15,17,53%,0,3,19,9,3,0,59,63,61,13,5,11,0,0,1,374,34.00,2,34,29%,1,4,2,1,21,1,1,0,1,0,0,,,,,,,,,,,,,,,
441,Daniel Langley ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
442,Henri Lansbury ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
443,Manuel Lanzini ,Midfielder,17,,,9,22%,,2,7,5,2,,59,27,37,6,2,8,,0,1,370,21.76,1,3,67%,0,9,1,0,7,3,1,0,1,0,0,0.06,0,0,12,3,25%,1,,,,,,,,
444,Aymeric Laporte ,Defender,16,7,10,13,46%,0,2,11,28,16,0,66,65,34,2,42,21,0,0,0,"1,274",79.63,1,1,0%,0,47,1,0,9,2,0,0,0,0,0,,,,,,,,,,,,,,,
445,Yasser Larouci ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
446,Jamaal Lascelles ,Defender,19,2,32,14,50%,1,4,12,84,43,2,65,73,44,4,47,24,0,0,0,621,32.68,0,3,0%,0,42,4,0,17,0,2,2,0,0,1,,,,,,,,,,,,,,,
447,Marcel Lavinier ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
448,Henry Lawrence ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
449,Valentino Lazaro ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
450,Maxime Le Marchand ,Defender,2,0,1,2,100%,0,0,0,3,2,0,9,6,6,0,3,3,0,0,0,85,42.50,0,0,0%,0,8,2,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,
451,Zan-Luk Leban ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
452,Florian Lejeune ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
453,Jonathan Leko ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
454,Mario Lemina ,Midfielder,28,,,62,56%,,6,30,19,10,,118,126,109,26,23,25,,0,0,887,31.68,1,4,0%,1,47,5,0,32,0,1,0,1,0,0,0.04,0,0,19,3,16%,0,,,,,,,,
455,Bernd Leno ,Goalkeeper,35,11,37,,,,,,,,,,,,,,,1,1,0,997,28.49,,,,,111,0,1,2,,0,,,,,,,,,,,,86,1,12,15,6,12,183,227
456,Thakgalo Leshabela ,Midfielder,1,,,0,0%,,0,0,0,0,,2,0,1,0,0,0,,0,0,7,7.00,0,1,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
457,Dylan Levitt ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
458,George Lewis ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
459,Victor Lindelöf ,Defender,29,10,30,22,45%,0,0,30,95,40,0,145,96,73,2,64,37,0,1,1,"1,866",64.34,0,1,0%,1,62,0,0,24,1,1,0,1,0,0,,,,,,,,,,,,,,,
460,Hayden Lindley ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
461,Jesse Lingard ,Midfielder,16,,,12,50%,,12,4,0,0,,62,54,80,18,0,5,,0,4,633,39.56,3,38,16%,1,16,3,0,21,6,9,0,5,4,0,0.56,1,0,42,22,52%,2,,,,,,,,
462,Jake Livermore ,Midfielder,18,,,33,55%,,2,16,24,12,,73,54,73,2,12,17,,0,0,383,21.28,0,5,20%,1,17,2,1,30,0,0,0,0,0,1,0.00,0,0,5,0,0%,0,,,,,,,,
463,Valentino Livramento ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
464,Diego Llorente ,Defender,15,4,12,34,62%,0,3,20,38,19,0,103,82,61,6,33,24,0,0,0,718,47.87,1,2,0%,1,40,1,0,15,0,1,1,0,0,0,,,,,,,,,,,,,,,
465,Hugo Lloris ,Goalkeeper,38,12,45,,,,,,,,,,,,,,,0,1,0,898,23.63,,,,,183,0,0,0,,0,,,,,,,,,,,,114,0,9,22,6,5,180,264
466,Giovani Lo Celso ,Midfielder,18,,,28,79%,,3,7,5,1,,60,70,79,8,14,15,,0,1,570,31.67,2,31,13%,1,19,5,0,19,0,1,0,0,1,0,0.06,0,0,15,6,40%,1,,,,,,,,
467,Ruben Loftus-Cheek ,Midfielder,31,,,25,56%,,10,7,14,9,,104,161,198,38,45,79,,0,0,726,23.42,2,9,44%,2,9,3,0,29,3,1,0,1,0,0,0.03,0,0,35,10,29%,5,,,,,,,,
468,Andy Lonergan ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
469,Kevin Long ,Defender,8,1,13,11,55%,0,0,6,24,9,0,40,31,30,0,18,21,0,0,0,265,33.13,0,1,0%,0,21,2,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,
470,Emmanuel Longelo ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
471,Ryan Longman ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
472,Luis Longstaff ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
473,Nigel Lonwijk ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
474,Ademola Lookman ,Forward,34,,,35,,,22,20,7,3,,,,,,,,,,4,"1,049",30.85,9,134,,,,5,0,46,12,4,0,3,1,3,0.12,0,0,69,23,33%,4,,,,,,,,
475,Joel Lopez Salguero ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
476,Jonas Lössl ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
477,Dejan Lovren ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
478,Max Lowe ,Defender,8,0,10,26,42%,0,1,5,6,1,0,25,41,50,7,5,20,0,0,0,172,21.50,0,22,5%,0,5,1,0,10,0,0,0,0,0,0,,,,,,,,,,,,,,,
479,Matthew Lowton ,Defender,34,10,47,54,59%,0,3,56,79,44,1,196,127,106,27,34,23,0,0,1,"1,194",35.12,7,84,14%,2,108,5,0,19,0,1,0,1,0,1,,,,,,,,,,,,,,,
480,Lucas Moura ,Forward,30,,,32,,,5,18,10,8,,,,,,,,,,4,569,18.97,3,26,,,,1,0,23,3,3,1,0,2,0,0.10,0,0,18,6,33%,1,,,,,,,,
481,John Lundstram ,Midfielder,28,,,25,64%,,6,14,23,11,,130,73,103,15,14,17,,1,2,999,35.68,1,71,14%,1,50,8,1,24,1,0,0,0,0,0,0.00,0,0,20,5,25%,2,,,,,,,,
482,Ian Maatsen ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
483,Alexis Mac Allister ,Midfielder,21,,,26,46%,,13,9,2,1,,67,64,90,16,8,20,,0,1,396,18.86,2,11,0%,3,16,1,0,19,0,1,0,1,0,0,0.05,0,0,24,3,13%,1,,,,,,,,
484,Matt Macey ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
485,Wanya Madavidua ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
486,James Maddison ,Midfielder,31,,,32,50%,,26,9,4,0,,98,120,112,29,2,11,,0,5,"1,020",32.90,6,106,23%,6,34,4,0,19,5,8,0,6,2,2,0.26,0,1,75,23,31%,0,,,,,,,,
487,Jacob Maddox ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
488,Harry Maguire ,Defender,34,13,36,29,59%,0,9,60,122,86,0,199,203,105,8,135,43,0,1,1,"2,227",65.50,0,3,33%,0,152,11,0,40,1,2,2,0,0,1,,,,,,,,,,,,,,,
489,Riyad Mahrez ,Forward,27,,,20,,,16,8,4,0,,,,,,,,,,6,"1,004",37.19,8,81,,,,0,0,13,7,9,1,1,7,3,0.33,0,0,58,22,38%,5,,,,,,,,
490,Ainsley Maitland-Niles ,Midfielder,26,,,33,52%,,3,31,27,10,,116,80,113,22,8,22,,0,0,648,24.92,1,20,20%,0,26,2,0,16,2,0,0,0,0,0,0.00,0,0,12,4,33%,1,,,,,,,,
491,Josh Maja ,Forward,15,,,7,,,4,4,1,0,,,,,,,,,,0,180,12.00,0,0,,,,0,0,8,2,3,0,3,0,0,0.20,1,0,21,8,38%,3,,,,,,,,
492,Anthony Mancini ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
493,Sadio Mané ,Forward,35,,,48,,,23,15,9,8,,,,,,,,,,7,"1,008",28.80,11,60,,,,3,0,53,31,11,2,5,4,3,0.31,0,0,94,36,38%,18,,,,,,,,
494,Javier Manquillo ,Defender,13,3,15,24,58%,0,1,9,14,7,0,44,47,37,1,14,10,0,0,0,290,22.31,0,28,21%,0,10,1,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,
495,Marçal ,Defender,13,1,9,13,38%,0,1,12,19,12,0,30,34,33,7,11,8,0,0,0,301,23.15,0,13,8%,0,19,2,0,12,0,0,0,0,0,0,,,,,,,,,,,,,,,
496,Solly March ,Midfielder,21,,,49,47%,,10,22,21,8,,117,133,105,44,15,22,,0,1,717,34.14,1,120,16%,0,43,0,0,26,2,2,1,1,0,1,0.10,0,0,22,4,18%,1,,,,,,,,
497,Pablo Marí ,Defender,10,4,8,15,60%,0,1,9,29,15,0,36,47,34,3,27,22,0,0,0,629,62.90,0,0,0%,0,18,2,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,
498,Dilan Markanday ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
499,Christian Marques ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
500,George Marsh ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
501,Anthony Martial ,Forward,22,,,2,,,10,1,8,5,,,,,,,,,,3,481,21.86,4,8,,,,0,1,15,15,4,1,3,0,0,0.18,0,0,43,21,49%,10,,,,,,,,
502,David Martin ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
503,Arthur Masuaku ,Defender,12,4,15,20,60%,0,1,8,17,6,0,62,65,77,29,9,14,0,1,2,476,39.67,3,41,29%,0,11,2,0,10,1,0,0,0,0,0,,,,,,,,,,,,,,,
504,Tawanda Maswanhise ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
505,Juan Mata ,Midfielder,9,,,1,0%,,1,3,3,1,,25,8,17,2,1,2,,0,2,286,31.78,1,13,31%,2,6,0,0,1,2,1,0,0,1,0,0.11,1,0,5,4,80%,0,,,,,,,,
